"","Squad","Comp","Player","Nation","Pos","Mins_Per_90","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","PK_Standard","PKatt_Standard","FK_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np.G_minus_xG_Expected"
"1773","Monza","Serie A","Armando Izzo","ITA","DF",81,57,52,49,28,22,20,45,54,6,89,87,77,63,65,82,16,16
"1774","Monza","Serie A","Pablo Marí","ESP","DF",81,57,35,32,17,9,8,61,90,36,89,87,77,27,28,28,72,72
"1775","Monza","Serie A","Marlon","BRA","DF",56,31,17,18,17,5,5,32,32,8,89,87,77,14,14,18,45,46
"1778","Monza","Serie A","Dany Mota","POR","FW,MF",64,87,72,79,71,52,61,88,79,14,89,87,77,85,88,95,66,67
"1779","Monza","Serie A","Pepín","EQG","MF",39,31,32,41,52,29,34,32,32,87,89,87,87,19,19,18,41,41
"1780","Monza","Serie A","Matteo Pessina","ITA","MF",94,87,69,62,23,32,27,53,68,67,98,98,77,87,75,71,57,23
"1781","Monza","Serie A","Andrea Petagna","ITA","FW",57,77,81,79,44,68,66,45,42,22,95,94,77,87,86,82,4,3
"1783","Monza","Serie A","Filippo Ranocchia","ITA","MF",18,57,58,70,73,93,94,42,36,95,89,87,96,47,48,37,52,53
"1784","Monza","Serie A","Nicolò Rovella","ITA","MF",58,57,60,62,39,46,44,42,42,93,89,87,87,47,48,28,52,53
"1785","Monza","Serie A","Stefano Sensi","ITA","MF",57,77,56,67,66,42,50,85,78,93,89,87,95,52,53,47,92,91
"1786","Monza","Serie A","Mattia Valoti","ITA","MF,FW",14,31,6,18,90,11,28,32,32,3,89,87,77,10,10,47,52,53
"1789","Nantes","Ligue 1","Dennis Appiah","FRA","DF,MF",27,31,17,18,17,20,13,32,32,68,89,87,77,19,19,47,41,41
"1791","Nantes","Ligue 1","Ludovic Blas","FRA","MF,FW",91,93,99,97,41,91,82,45,42,80,97,99,93,96,92,37,5,15
"1792","Nantes","Ligue 1","Jean-Charles Castelletto","CMR","DF",84,31,32,41,52,7,13,32,32,22,89,87,77,31,32,47,27,27
"1794","Nantes","Ligue 1","Pedro Chirivella","ESP","MF",67,31,52,55,42,29,33,32,32,84,89,87,77,35,36,18,24,23
"1795","Nantes","Ligue 1","Marcus Coco","FRA","FW,MF",19,57,22,18,11,39,20,85,100,26,89,87,77,41,42,93,61,61
"1796","Nantes","Ligue 1","Sébastien Corchia","FRA","DF",27,31,17,32,70,20,33,32,32,98,89,87,87,10,10,4,52,53
"1797","Nantes","Ligue 1","Andy Delort","ALG","FW",15,31,56,77,92,95,98,32,32,43,89,87,91,70,72,86,3,3
"1799","Nantes","Ligue 1","Lohann Doucet","FRA","MF,FW",3,31,3,18,100,41,85,32,32,44,89,87,77,5,5,18,57,58
"1800","Nantes","Ligue 1","Fábio","BRA","DF,MF",7,31,9,32,96,49,77,32,32,25,89,87,77,10,10,37,52,53
"1801","Nantes","Ligue 1","Ignatius Ganago","CMR","FW,MF",51,83,78,83,73,70,77,74,60,20,89,87,77,76,78,63,84,84
"1802","Nantes","Ligue 1","Andrei Girotto","BRA","DF,MF",97,57,72,62,21,32,25,38,42,52,89,87,91,58,59,28,27,27
"1803","Nantes","Ligue 1","Evann Guessand","FRA","FW,MF",43,77,64,81,92,59,79,77,54,14,89,87,77,71,73,77,72,72
"1804","Nantes","Ligue 1","Jaouen Hadjam","ALG","DF",26,31,17,32,70,20,33,32,32,93,89,87,77,10,10,10,52,53
"1805","Nantes","Ligue 1","Abdoul Kader Bamba","FRA","FW,MF",2,31,3,18,100,47,90,32,32,68,89,87,77,5,5,56,57,58
"1807","Nantes","Ligue 1","Quentin Merlin","FRA","DF",60,57,49,49,31,32,30,49,54,87,89,87,87,35,36,18,66,67
"1808","Nantes","Ligue 1","Mostafa Mohamed","EGY","FW",67,94,94,96,72,87,89,77,68,28,89,87,77,93,95,82,80,80
"1809","Nantes","Ligue 1","Florent Mollet","FRA","MF",36,57,62,70,64,67,70,42,36,87,89,87,95,47,48,28,52,53
"1810","Nantes","Ligue 1","Samuel Moutoussamy","COD","MF",78,31,62,55,23,33,27,32,32,51,89,87,77,58,59,47,8,8
"1811","Nantes","Ligue 1","Nicolas Pallois","FRA","DF",75,57,32,41,52,9,14,66,68,19,89,87,77,47,48,82,52,53
"1812","Nantes","Ligue 1","Moses Simon","NGA","FW,MF",78,87,79,74,34,50,46,74,78,61,95,94,87,85,82,71,72,72
"1813","Nantes","Ligue 1","Moussa Sissoko","FRA","MF",66,70,54,49,22,33,27,69,90,45,89,87,77,68,70,86,41,41
"1819","Napoli","Serie A","Giovanni Di Lorenzo","ITA","DF",98,77,78,83,73,36,48,61,48,12,89,87,77,72,74,56,70,70
"1820","Napoli","Serie A","Elif Elmas","MKD","FW,MF",55,91,75,74,41,63,60,85,90,52,95,94,87,81,78,71,95,94
"1821","Napoli","Serie A","Gianluca Gaetano","ITA","MF",2,57,13,32,90,99,99,95,90,52,89,87,77,31,32,95,70,70
"1823","Napoli","Serie A","Juan Jesus","BRA","DF",32,57,17,18,17,15,11,90,100,53,89,87,77,10,10,10,83,82
"1824","Napoli","Serie A","Khvicha Kvaratskhelia","GEO","FW",82,98,98,98,61,92,89,69,68,66,97,96,93,94,93,47,99,99
"1825","Napoli","Serie A","Stanislav Lobotka","SVK","MF",97,57,39,49,59,7,14,57,54,84,89,87,77,27,28,28,72,72
"1826","Napoli","Serie A","Hirving Lozano","MEX","FW",56,77,87,83,43,79,73,42,39,62,95,94,77,88,87,71,3,3
"1828","Napoli","Serie A","Kim Min-jae","KOR","DF",97,70,28,41,63,3,9,95,94,1,89,87,77,41,42,82,85,85
"1829","Napoli","Serie A","Tanguy Ndombele","FRA","MF",28,57,52,32,5,66,31,45,90,85,89,87,77,41,42,28,61,61
"1830","Napoli","Serie A","Mathías Olivera","URU","DF",58,70,32,49,78,15,31,92,90,19,89,87,77,31,32,47,89,89
"1831","Napoli","Serie A","Victor Osimhen","NGA","FW",84,100,100,100,66,98,98,88,80,17,95,96,87,100,100,88,99,100
"1833","Napoli","Serie A","Matteo Politano","ITA","FW",41,77,77,62,17,80,56,35,42,77,97,98,87,82,59,28,16,27
"1834","Napoli","Serie A","Giacomo Raspadori","ITA","FW,MF",30,70,85,87,65,97,96,42,36,51,89,87,93,79,81,56,11,11
"1835","Napoli","Serie A","Amir Rrahmani","KVX","DF",79,70,62,41,7,33,13,61,94,22,89,87,77,60,62,56,66,67
"1836","Napoli","Serie A","Mário Rui","POR","DF",58,31,35,49,70,18,31,32,32,84,89,87,87,27,28,28,31,31
"1837","Napoli","Serie A","Giovanni Simeone","ARG","FW",13,77,45,67,91,91,96,92,78,46,89,87,77,49,50,63,92,92
"1839","Napoli","Serie A","Andre-Frank Zambo Anguissa","CMR","MF",96,77,90,86,37,56,53,45,46,58,89,87,87,83,86,56,13,13
"1840","Napoli","Serie A","Alessandro Zanoli","ITA","DF",0,31,3,18,100,100,100,32,32,20,89,87,77,5,5,28,57,58
"1842","Napoli","Serie A","Alessio Zerbin","ITA","FW",6,31,17,41,94,78,94,32,32,66,89,87,77,10,10,18,52,53
"1843","Napoli","Serie A","Piotr Zieliński","POL","MF",75,77,92,92,59,74,75,45,39,86,89,87,97,79,81,28,41,41
"1844","Newcastle Utd","Premier League","Miguel Almirón","PAR","FW",84,97,96,92,37,84,72,81,90,46,89,87,77,94,96,77,98,98
"1845","Newcastle Utd","Premier League","Elliot Anderson","SCO","MF,FW",13,31,39,49,59,82,80,32,32,44,89,87,77,41,42,56,19,18
"1846","Newcastle Utd","Premier League","Sven Botman","NED","DF",98,31,64,67,43,23,28,32,32,6,89,87,77,70,72,71,3,3
"1847","Newcastle Utd","Premier League","Dan Burn","ENG","DF",98,57,62,49,13,22,14,42,54,15,89,87,77,63,65,63,16,16
"1849","Newcastle Utd","Premier League","Ryan Fraser","SCO","FW",10,31,22,18,11,65,40,32,32,47,89,87,77,14,14,18,45,46
"1850","Newcastle Utd","Premier League","Anthony Gordon","ENG","FW,MF",15,57,28,32,28,57,48,74,90,26,89,87,77,58,59,98,27,27
"1851","Newcastle Utd","Premier League","Bruno Guimarães","BRA","MF",91,83,74,70,37,38,36,77,90,70,89,87,77,73,75,63,88,88
"1852","Newcastle Utd","Premier League","Alexander Isak","SWE","FW",54,96,90,95,81,91,94,81,69,34,97,96,77,95,93,86,93,89
"1853","Newcastle Utd","Premier League","Joelinton","BRA","MF,FW",89,91,91,92,61,65,67,69,61,30,89,87,77,92,94,86,16,16
"1857","Newcastle Utd","Premier League","Sean Longstaff","ENG","MF",85,57,80,67,18,48,35,35,38,42,89,87,77,80,82,71,2,3
"1860","Newcastle Utd","Premier League","Jacob Murphy","ENG","FW",43,83,75,77,54,73,72,77,75,63,89,87,77,78,80,71,80,80
"1863","Newcastle Utd","Premier League","Allan Saint-Maximin","FRA","FW",39,57,74,79,66,78,80,38,34,56,89,87,77,56,57,28,31,31
"1864","Newcastle Utd","Premier League","Fabian Schär","SUI","DF",99,57,93,86,28,59,50,32,32,29,89,87,93,86,88,56,1,1
"1867","Newcastle Utd","Premier League","Kieran Trippier","ENG","DF",100,57,47,49,37,9,13,49,54,97,89,87,99,38,39,28,63,64
"1868","Newcastle Utd","Premier League","Joe Willock","ENG","MF",86,77,94,88,33,72,63,42,43,50,89,87,77,92,94,77,1,1
"1869","Newcastle Utd","Premier League","Callum Wilson","ENG","FW",65,99,97,98,77,95,95,91,80,16,98,98,77,99,99,98,75,58
"1870","Newcastle Utd","Premier League","Chris Wood","NZL","FW",14,70,28,41,63,61,66,74,68,31,95,94,77,60,42,82,66,61
"1872","Nice","Ligue 1","Youcef Atal","ALG","DF,MF",27,57,42,55,73,55,64,53,46,53,89,87,77,41,42,56,61,61
"1873","Nice","Ligue 1","Melvin Bard","FRA","DF",80,31,25,32,37,4,8,32,32,37,89,87,77,23,24,37,35,35
"1874","Nice","Ligue 1","Ross Barkley","ENG","MF,FW",33,83,84,89,78,96,96,66,48,70,89,87,93,83,86,71,45,46
"1875","Nice","Ligue 1","Alexis Beka Beka","FRA","MF,DF",15,31,22,18,11,48,28,32,32,87,89,87,77,19,19,28,41,41
"1877","Nice","Ligue 1","Badredine Bouanani","ALG","FW,MF",28,31,62,74,75,79,85,32,32,77,89,87,87,56,57,47,9,8
"1878","Nice","Ligue 1","Hicham Boudaoui","ALG","MF",63,57,62,74,75,43,55,42,35,90,89,87,77,38,39,10,63,64
"1879","Nice","Ligue 1","Bilal Brahimi","ALG","FW,MF",28,77,60,62,39,78,70,79,90,92,89,87,77,41,42,18,94,94
"1884","Nice","Ligue 1","Dante","BRA","DF",99,57,66,55,19,24,18,38,46,25,89,87,77,54,55,37,35,35
"1885","Nice","Ligue 1","Andy Delort","ALG","FW",27,91,66,70,55,87,82,74,72,46,98,98,87,88,77,82,78,61
"1886","Nice","Ligue 1","Sofiane Diop","FRA","MF,FW",40,57,71,70,41,72,67,38,36,75,89,87,87,68,70,56,11,11
"1887","Nice","Ligue 1","Amine Gouiri","FRA","FW,MF",7,31,17,32,70,71,77,32,32,16,89,87,77,27,28,77,31,31
"1889","Nice","Ligue 1","Gaëtan Laborde","FRA","FW",82,98,97,99,91,87,95,85,61,41,89,94,87,98,98,86,88,94
"1890","Nice","Ligue 1","Mario Lemina","GAB","MF,DF",29,31,22,41,90,24,43,32,32,73,89,87,77,14,14,18,45,46
"1891","Nice","Ligue 1","Jordan Lotomba","SUI","DF",80,31,42,55,73,14,27,32,32,77,89,87,77,35,36,37,24,23
"1892","Nice","Ligue 1","Antoine Mendy","FRA","DF",15,31,28,32,28,58,49,32,32,45,89,87,77,14,14,10,45,46
"1893","Nice","Ligue 1","Terem Moffi","NGA","FW",43,87,85,89,74,91,92,74,58,31,89,87,77,93,95,95,3,3
"1894","Nice","Ligue 1","Youssouf Ndayishimiye","BDI","MF,DF",19,57,28,49,90,51,67,74,54,60,89,87,77,23,24,28,75,75
"1895","Nice","Ligue 1","Nicolas Pépé","CIV","FW,MF",53,91,89,89,61,89,86,49,42,56,98,98,91,94,91,82,5,2
"1896","Nice","Ligue 1","Aaron Ramsey","WAL","MF",56,57,64,62,33,50,45,42,42,36,89,87,87,70,72,71,10,10
"1897","Nice","Ligue 1","Pablo Rosario","NED","MF,DF",58,31,35,32,17,18,13,32,32,45,89,87,77,38,39,56,21,20
"1899","Nice","Ligue 1","Calvin Stengs","NED","FW",7,31,9,18,52,51,53,32,32,73,89,87,77,14,14,56,45,46
"1900","Nice","Ligue 1","Khéphren Thuram-Ulie","FRA","MF",86,70,84,74,23,53,43,42,47,62,89,87,77,77,79,47,15,15
"1901","Nice","Ligue 1","Jean-Clair Todibo","FRA","DF",94,31,47,49,37,13,16,32,32,22,89,87,77,35,36,28,24,23
"1902","Nice","Ligue 1","Mattia Viti","ITA","DF",21,57,6,18,90,5,18,99,100,1,89,87,77,5,5,18,84,84
"1903","Nott'ham Forest","Premier League","Serge Aurier","CIV","DF",67,57,32,41,52,12,18,66,68,44,89,87,77,35,36,56,66,67
"1904","Nott'ham Forest","Premier League","Taiwo Awoniyi","NGA","FW",49,96,82,87,75,77,83,96,94,12,89,87,77,91,93,96,99,98
"1905","Nott'ham Forest","Premier League","André Ayew","GHA","FW,MF",10,31,9,18,52,35,38,32,32,68,89,94,77,41,14,56,19,46
"1907","Nott'ham Forest","Premier League","Willy Boly","CIV","DF",23,31,6,18,90,4,16,32,32,48,89,87,77,1,1,1,61,61
"1911","Nott'ham Forest","Premier League","Danilo","BRA","MF",33,77,49,49,31,54,48,90,94,75,89,87,77,54,55,63,91,91
"1912","Nott'ham Forest","Premier League","Emmanuel Dennis","NGA","FW,MF",24,70,62,67,52,86,80,61,58,22,89,87,91,61,63,56,63,64
"1913","Nott'ham Forest","Premier League","Felipe","BRA","DF",50,31,45,18,1,34,5,32,32,3,89,87,77,47,48,56,15,15
"1914","Nott'ham Forest","Premier League","Remo Freuler","SUI","MF",74,31,28,18,5,7,2,32,32,72,89,87,77,19,19,18,41,41
"1915","Nott'ham Forest","Premier League","Morgan Gibbs-White","ENG","MF,FW",96,87,93,92,52,65,64,42,39,72,97,96,93,90,86,47,19,11
"1918","Nott'ham Forest","Premier League","Brennan Johnson","WAL","FW,MF",95,94,92,96,80,61,74,74,58,47,95,98,77,95,92,77,31,82
"1919","Nott'ham Forest","Premier League","Cheikhou Kouyaté","SEN","MF",30,57,22,55,97,22,59,85,46,69,89,87,77,19,19,28,78,78
"1920","Nott'ham Forest","Premier League","Jesse Lingard","ENG","FW,MF",32,31,35,32,17,41,28,32,32,68,89,87,77,41,42,63,19,18
"1922","Nott'ham Forest","Premier League","Orel Mangala","BEL","MF",54,57,32,41,52,17,23,66,68,77,89,87,77,27,28,28,72,72
"1926","Nott'ham Forest","Premier League","Moussa Niakhate","SEN","DF",41,31,22,41,90,14,33,32,32,16,89,87,77,27,28,63,31,31
"1927","Nott'ham Forest","Premier League","Lewis O'Brien","ENG","MF",19,57,25,32,37,45,41,77,90,90,89,87,77,14,14,18,80,80
"1928","Nott'ham Forest","Premier League","Gustavo Scarpa","BRA","MF,FW",5,31,25,18,7,96,59,32,32,97,89,87,77,14,14,10,45,46
"1930","Nott'ham Forest","Premier League","Sam Surridge","ENG","FW",10,57,32,32,21,84,63,66,90,11,89,87,77,60,62,97,24,23
"1931","Nott'ham Forest","Premier League","Harry Toffolo","ENG","DF",32,31,22,32,52,20,27,32,32,56,89,87,77,14,14,18,45,46
"1932","Nott'ham Forest","Premier League","Neco Williams","WAL","DF",65,57,69,67,34,48,44,38,38,79,89,87,91,49,50,18,45,46
"1933","Nott'ham Forest","Premier League","Chris Wood","NZL","FW",12,57,9,18,52,29,34,98,100,2,89,87,77,41,42,99,61,61
"1934","Nott'ham Forest","Premier League","Joe Worrall","ENG","DF",75,57,25,32,37,5,8,77,90,15,89,87,77,35,36,71,66,67
"1935","Nott'ham Forest","Premier League","Ryan Yates","ENG","MF",63,31,71,55,13,51,34,32,32,49,89,87,77,66,69,56,4,4
"1936","Osasuna","La Liga","Ezequiel Ávila","ARG","FW,MF",59,94,95,94,52,95,89,61,58,84,97,98,91,92,86,37,89,92
"1937","Osasuna","La Liga","Kike Barja","ESP","FW,MF",43,57,52,62,63,47,54,45,42,38,89,87,77,47,48,37,52,53
"1939","Osasuna","La Liga","Darko Brašanac","SRB","MF",36,57,39,49,59,40,46,57,54,16,89,87,77,47,48,63,52,53
"1940","Osasuna","La Liga","Ante Budimir","CRO","FW",60,91,92,90,53,89,83,66,68,12,89,87,77,91,92,77,45,46
"1942","Osasuna","La Liga","Abdessamad Ezzalzouli","MAR","FW,MF",50,83,82,83,61,77,78,66,60,67,89,87,91,68,70,37,92,91
"1944","Osasuna","La Liga","David García","ESP","DF",89,70,49,41,17,16,11,74,94,6,89,87,77,31,32,18,89,89
"1945","Osasuna","La Liga","Rubén García","ESP","FW,MF",40,70,60,49,17,60,43,61,90,66,89,87,87,61,63,63,63,64
"1946","Osasuna","La Liga","Unai García","ESP","DF",60,31,17,32,70,4,13,32,32,19,89,87,77,10,10,18,52,53
"1947","Osasuna","La Liga","Moi Gómez","ESP","MF,FW",83,77,58,74,82,28,44,81,68,78,89,87,77,56,57,47,90,90
"1948","Osasuna","La Liga","Aridane Hernández","EQG","DF",59,31,17,18,17,4,3,32,32,8,89,87,77,10,10,10,52,53
"1951","Osasuna","La Liga","Pablo Ibáñez","ESP","MF",36,31,60,62,39,64,59,32,32,84,89,87,77,49,50,37,13,13
"1952","Osasuna","La Liga","Kike","ESP","FW",35,70,87,79,31,96,84,32,34,46,95,94,77,84,82,56,3,3
"1953","Osasuna","La Liga","Jon Moncayola","ESP","MF,DF",80,57,82,74,28,54,45,35,35,95,89,87,77,63,64,28,19,18
"1954","Osasuna","La Liga","Diego Moreno","ESP","DF",21,31,17,18,17,28,18,32,32,76,89,87,77,19,19,47,41,41
"1955","Osasuna","La Liga","Iker Muñoz","ESP","MF",8,31,6,18,90,28,46,32,32,99,89,87,77,5,5,4,57,58
"1956","Osasuna","La Liga","Aimar Oroz","ESP","MF,FW",66,77,64,67,43,43,44,57,58,55,95,94,91,79,75,82,35,23
"1957","Osasuna","La Liga","Rubén Peña","ESP","DF,MF",41,31,42,32,11,38,20,32,32,86,89,87,77,47,48,63,15,15
"1958","Osasuna","La Liga","Manuel Sánchez","ESP","DF",70,31,32,32,21,11,9,32,32,72,89,87,77,35,36,47,24,23
"1960","Osasuna","La Liga","Lucas Torró","ESP","MF",81,57,72,49,7,43,20,38,54,93,89,87,77,52,53,18,41,41
"1961","Osasuna","La Liga","Nacho Vidal","ESP","DF",43,31,32,32,21,24,18,32,32,71,89,87,77,27,28,28,31,31
"1962","Paris S-G","Ligue 1","Juan Bernat","ESP","DF,MF",58,57,25,62,97,9,44,77,42,10,89,87,77,38,39,77,63,64
"1965","Paris S-G","Ligue 1","Hugo Ekitike","FRA","FW",38,77,75,81,72,81,84,61,54,32,89,87,77,78,80,71,45,46
"1966","Paris S-G","Ligue 1","Ismaël Gharbi","ESP","MF,FW",2,31,9,18,52,99,96,32,32,80,89,87,77,10,10,37,52,53
"1967","Paris S-G","Ligue 1","Achraf Hakimi","MAR","DF,MF",68,87,56,74,90,34,51,96,90,32,89,87,77,81,83,98,88,88
"1970","Paris S-G","Ligue 1","Marquinhos","BRA","DF",90,70,54,49,22,20,16,69,90,4,89,87,77,63,64,77,61,61
"1971","Paris S-G","Ligue 1","Kylian Mbappé","FRA","FW",91,100,100,100,90,99,99,87,70,40,97,99,87,100,100,88,97,99
"1972","Paris S-G","Ligue 1","Nuno Mendes","POR","DF",54,57,35,67,96,20,51,61,38,24,89,87,77,41,42,63,61,61
"1973","Paris S-G","Ligue 1","Lionel Messi","ARG","FW,MF",91,99,100,100,74,97,97,74,60,59,89,87,100,99,99,77,86,86
"1974","Paris S-G","Ligue 1","Nordi Mukiele","FRA","DF",40,31,39,32,12,36,22,32,32,11,89,87,77,41,42,56,19,18
"1975","Paris S-G","Ligue 1","Neymar","BRA","MF,FW",54,98,82,90,90,74,87,96,92,49,97,96,97,94,93,95,100,99
"1977","Paris S-G","Ligue 1","Timothee Pembele","FRA","DF",9,31,9,18,52,43,45,32,32,45,89,87,77,10,10,18,52,53
"1978","Paris S-G","Ligue 1","Danilo Pereira","POR","DF,MF",78,70,64,55,21,35,27,57,75,18,89,87,77,66,69,71,45,46
"1979","Paris S-G","Ligue 1","Sergio Ramos","ESP","DF",87,57,56,62,52,23,30,45,42,34,89,87,87,58,59,56,27,27
"1980","Paris S-G","Ligue 1","Fabián Ruiz Peña","ESP","MF",65,77,71,74,54,50,54,69,68,60,89,87,77,73,75,71,66,67
"1981","Paris S-G","Ligue 1","Renato Sanches","POR","MF",23,70,47,62,75,68,76,77,68,58,89,87,77,44,45,47,84,84
"1982","Paris S-G","Ligue 1","Pablo Sarabia","ESP","FW,MF",12,31,22,32,52,56,59,32,32,6,89,87,77,49,50,98,13,13
"1983","Paris S-G","Ligue 1","Carlos Soler","ESP","MF",40,77,35,62,94,31,57,96,90,36,89,87,77,56,57,91,90,90
"1984","Paris S-G","Ligue 1","Marco Verratti","ITA","MF",72,31,28,49,90,7,23,32,32,57,89,87,77,35,36,63,24,23
"1985","Paris S-G","Ligue 1","Vitinha","POR","MF",81,70,78,79,56,48,51,45,42,75,89,87,77,75,77,63,19,18
"1986","Paris S-G","Ligue 1","Warren Zaire-Emery","FRA","MF,DF",29,70,32,49,78,40,54,92,90,51,89,87,77,52,53,91,78,78
"1989","RB Leipzig","Bundesliga","Abdou Diallo","SEN","DF,MF",15,57,13,18,28,30,27,95,100,2,89,87,77,19,19,63,78,78
"1990","RB Leipzig","Bundesliga","Emil Forsberg","SWE","MF,FW",52,91,62,74,75,51,62,88,78,59,97,96,87,86,80,91,86,80
"1992","RB Leipzig","Bundesliga","Joško Gvardiol","CRO","DF",74,57,47,49,37,20,23,49,54,28,89,87,77,60,62,82,24,23
"1993","RB Leipzig","Bundesliga","Amadou Haidara","MLI","MF",51,70,58,62,42,48,49,66,68,90,89,87,77,73,75,88,24,23
"1994","RB Leipzig","Bundesliga","Marcel Halstenberg","GER","DF",55,57,32,41,52,17,23,66,68,19,89,87,77,44,45,77,57,58
"1995","RB Leipzig","Bundesliga","Benjamin Henrichs","GER","DF,MF",74,70,78,49,5,51,22,45,90,80,89,87,77,47,48,10,83,82
"1996","RB Leipzig","Bundesliga","Kevin Kampl","SVN","MF",48,70,25,32,37,14,16,96,100,69,89,87,77,44,45,91,84,84
"1997","RB Leipzig","Bundesliga","Lukas Klostermann","GER","DF",31,31,22,18,11,22,11,32,32,58,89,87,77,14,14,28,45,46
"1998","RB Leipzig","Bundesliga","Konrad Laimer","AUT","MF",52,77,60,77,90,50,66,79,59,71,89,87,77,68,70,77,78,78
"1999","RB Leipzig","Bundesliga","Christopher Nkunku","FRA","FW,MF",66,99,97,96,57,94,91,88,90,41,98,99,98,99,99,91,92,92
"2000","RB Leipzig","Bundesliga","Hugo Novoa","ESP","DF,FW",5,57,9,32,96,56,84,98,90,22,89,87,77,38,39,99,63,64
"2002","RB Leipzig","Bundesliga","Dani Olmo","ESP","MF,FW",44,70,88,88,61,92,89,42,36,81,89,87,77,74,76,37,21,20
"2003","RB Leipzig","Bundesliga","Willi Orban","HUN","DF",96,83,72,77,61,33,41,79,75,10,89,87,87,75,77,71,85,85
"2004","RB Leipzig","Bundesliga","Yussuf Poulsen","DEN","FW",13,70,45,62,80,90,93,79,68,22,89,87,77,49,50,63,80,80
"2005","RB Leipzig","Bundesliga","David Raum","GER","DF,MF",59,31,47,55,57,30,37,32,32,88,89,87,77,27,28,10,31,31
"2006","RB Leipzig","Bundesliga","Xaver Schlager","AUT","MF",53,57,17,18,17,5,5,90,100,89,89,87,77,14,14,28,80,80
"2007","RB Leipzig","Bundesliga","André Silva","POR","FW",60,83,94,94,60,93,90,49,42,23,89,87,77,96,97,88,0,0
"2008","RB Leipzig","Bundesliga","Mohamed Simakan","FRA","DF",52,57,42,41,28,29,27,53,68,15,89,87,77,58,59,86,27,27
"2009","RB Leipzig","Bundesliga","Dominik Szoboszlai","HUN","MF,FW",83,91,94,97,82,75,87,57,42,88,95,94,99,88,87,47,75,70
"2011","RB Leipzig","Bundesliga","Timo Werner","GER","FW,MF",67,95,95,96,66,89,89,79,72,34,89,87,77,96,97,88,57,58
"2012","Rayo Vallecano","La Liga","Iván Balliu","ALB","DF",98,31,22,18,11,2,1,32,32,54,89,87,77,14,14,28,45,46
"2014","Rayo Vallecano","La Liga","Sergio Camello","ESP","FW",80,91,97,92,28,89,72,53,61,40,89,87,77,92,94,63,15,15
"2015","Rayo Vallecano","La Liga","Catena","ESP","DF",97,57,45,55,65,10,20,53,46,3,89,87,77,49,50,63,45,46
"2017","Rayo Vallecano","La Liga","Pathé Ciss","SEN","MF,DF",44,57,60,55,28,55,46,42,46,65,89,87,77,71,73,82,9,8
"2018","Rayo Vallecano","La Liga","Santi Comesaña","ESP","MF",79,77,66,62,29,36,33,74,90,46,89,87,77,68,70,71,78,78
"2020","Rayo Vallecano","La Liga","Radamel Falcao","COL","FW,MF",20,70,58,49,18,90,65,42,54,41,95,94,77,73,64,71,24,18
"2021","Rayo Vallecano","La Liga","Álvaro García","ESP","FW,MF",92,87,91,94,73,61,70,61,48,54,89,87,77,79,81,37,92,91
"2022","Rayo Vallecano","La Liga","Francisco Garcia","ESP","DF",100,70,75,77,54,32,37,49,46,99,89,87,77,44,45,10,84,84
"2024","Rayo Vallecano","La Liga","Florian Lejeune","FRA","DF",86,83,87,86,53,56,59,61,58,98,89,87,100,73,75,37,88,88
"2026","Rayo Vallecano","La Liga","Unai López","ESP","MF",43,57,71,77,65,68,72,38,34,97,89,87,91,49,50,18,45,46
"2027","Rayo Vallecano","La Liga","Andrés Martín","ESP","FW,MF",6,31,13,32,90,66,80,32,32,24,89,87,77,23,24,77,35,35
"2029","Rayo Vallecano","La Liga","Abdul Mumin","GHA","DF",28,31,22,18,11,24,13,32,32,9,89,87,77,23,24,47,35,35
"2032","Rayo Vallecano","La Liga","Isaac Palazón Camacho","ESP","FW,MF",94,95,98,94,28,87,69,61,72,93,95,98,93,93,89,28,92,97
"2034","Rayo Vallecano","La Liga","Salvi","ESP","FW,MF",15,31,25,41,75,53,63,32,32,46,89,87,77,19,19,28,41,41
"2037","Rayo Vallecano","La Liga","Raúl de Tomás","ESP","FW",25,83,85,83,52,99,96,53,48,75,95,96,87,86,81,56,21,41
"2038","Rayo Vallecano","La Liga","Óscar Trejo","ARG","MF,FW",73,77,66,62,29,40,35,57,68,63,95,96,77,79,62,47,41,67
"2039","Rayo Vallecano","La Liga","Óscar Valentín","ESP","MF",84,31,42,18,1,13,2,32,32,90,89,87,77,19,19,10,41,41
"2040","Real Madrid","La Liga","David Alaba","AUT","DF",63,57,47,41,19,27,20,49,68,71,89,87,96,35,36,28,66,67
"2042","Real Madrid","La Liga","Marco Asensio","ESP","FW,MF",50,95,94,96,72,96,96,81,72,81,89,94,96,91,90,63,97,99
"2043","Real Madrid","La Liga","Karim Benzema","FRA","FW",68,99,99,99,60,98,97,69,68,40,100,100,97,100,99,88,3,2
"2044","Real Madrid","La Liga","Eduardo Camavinga","FRA","MF,DF",67,31,56,41,11,34,18,32,32,88,89,87,77,35,36,10,24,23
"2047","Real Madrid","La Liga","Dani Ceballos","ESP","MF",53,31,56,55,34,45,41,32,32,78,89,87,77,38,39,18,21,20
"2050","Real Madrid","La Liga","Vinicius Júnior","BRA","FW",91,96,98,99,79,84,90,74,58,44,89,87,77,97,98,86,41,41
